ID,PHOTO,NAME,TEAM,FC_BC,#,COLLEGE,WEIGHT,HEIGHT,AGE,DOB,EXP,POS
1628998,https://cdn.nba.com/headshots/nba/latest/260x190/1628998.png,Cody Martin,IND,FC,17,Nevada,205,"6'6""",30,9/28/1995,7,SF
1630173,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,Precious Achiuwa,SAC,FC,5,Memphis,243,"6'8""",26,9/19/1999,6,PF
1628420,https://cdn.nba.com/headshots/nba/latest/260x190/1628420.png,Monte Morris,IND,BC,23,Iowa State,183,"6'2""",30,6/27/1995,8,SG
1631111,https://cdn.nba.com/headshots/nba/latest/260x190/1631111.png,Wendell Moore Jr.,DET,BC,9,Duke,215,"6'5""",24,9/18/2001,3,PG
1629726,https://cdn.nba.com/headshots/nba/latest/260x190/1629726.png,Garrison Mathews,IND,BC,24,Lipscomb,215,"6'5""",29,10/24/1996,6,PG
1642942,https://cdn.nba.com/headshots/nba/latest/260x190/1642942.png,Jahmai Mashack,MEM,BC,,Tennessee,203,"6'4""",23,11/10/2002,0,SG
1631123,https://cdn.nba.com/headshots/nba/latest/260x190/1631123.png,Jamaree Bouyea,PHX,BC,15,San Francisco,180,"6'2""",26,6/27/1999,3,PG
1631451,https://cdn.nba.com/headshots/nba/latest/260x190/1631451.png,Javonte Cooke,POR,BC,18,Winston-Salem,185,"6'6""",26,07/11/1999,0,SG
1641753,https://cdn.nba.com/headshots/nba/latest/260x190/1641753.png,Chris Livingston,CLE,FC,8,Kentucky,220,"6'6""",22,15/10/2003,1,SF
1631166,https://cdn.nba.com/headshots/nba/latest/260x190/1631166.png,Drew Timme,LAL,FC,26,Gonzaga,235,"6'9""",25,09/09/2000,0,C
1631214,https://cdn.nba.com/headshots/nba/latest/260x190/1631214.png,Alondes Williams,WAS,,31,Wake Forest,210,"6'4""",26,19/06/1999,1,SG
1642396,https://cdn.nba.com/headshots/nba/latest/260x190/1642396.png,Blake Hinson,UTA,FC,2,Pittsburgh,230,"6'8""",26,26/12/1999,0,PF
1631205,https://cdn.nba.com/headshots/nba/latest/260x190/1631205.png,Buddy Boeheim,OKC,FC,14,Syracuse,205,"6'5""",26,11/11/1999,1,SG
1626166,https://cdn.nba.com/headshots/nba/latest/260x190/1626166.png,Cameron Payne,PHI,BC,15,Murray State,183,"6'2""",31,08/08/1994,11,PG
1630625,https://cdn.nba.com/headshots/nba/latest/260x190/1630625.png,Dalano Banton,BOS,,45,Nebraska,203,"6'8""",26,07/11/1999,5,PG
1641794,https://cdn.nba.com/headshots/nba/latest/260x190/1641794.png,Dillon Jones,NYK,FC,33,Weber State,235,"6'5""",24,29/10/2001,0,SF
1630679,https://cdn.nba.com/headshots/nba/latest/260x190/1630679.png,Ethan Thompson,IND,BC,55,Oregon State,195,"6'4""",26,04/05/1999,0,SG
1642955,https://cdn.nba.com/headshots/nba/latest/260x190/1642955.png,Kadary Richmond,WAS,,,St. John's,205,"6'6""",24,25/08/2001,0,PG
1642933,https://cdn.nba.com/headshots/nba/latest/260x190/1642933.png,Keshon Gilbert,ATL,BC,,Iowa State,200,"6'4""",22,30/06/2003,0,SG
1643018,https://cdn.nba.com/headshots/nba/latest/260x190/1643018.png,LJ Cryer,GSW,FC,18,Houston,,"6'0""",24,09/10/2001,0,PG
1643133,https://cdn.nba.com/headshots/nba/latest/260x190/1643133.png,Lawson Lovering,MEM,,,Utah,,"7'0""",22,09/05/2003,0,C
1642502,https://cdn.nba.com/headshots/nba/latest/260x190/1642502.png,Malevy Leons,GSW,FC,33,Bradley,210,"6'9""",26,23/09/1999,0,SF
1630699,https://cdn.nba.com/headshots/nba/latest/260x190/1630699.png,MarJon Beauchamp,PHI,FC,0,NBA G League Ignite,199,"6'7""",25,12/10/2000,4,SF
1630695,https://cdn.nba.com/headshots/nba/latest/260x190/1630695.png,Micah Potter,IND,FC,11,Wisconsin,248,"6'9""",27,06/04/1998,1,C
1628964,https://cdn.nba.com/headshots/nba/latest/260x190/1628964.png,Mo Bamba,UTA,FC,,Texas,231,"7'0""",27,12/05/1998,7,C
1631116,https://cdn.nba.com/headshots/nba/latest/260x190/1631116.png,Patrick Baldwin Jr.,SAC,FC,,Wisconsin-Milwaukee,220,"7'0""",23,18/11/2002,3,PF
203552,https://cdn.nba.com/headshots/nba/latest/260x190/203552.png,Seth Curry,GSW,BC,31,Duke,185,"6'1""",35,23/08/1990,12,SG
1627746,https://cdn.nba.com/headshots/nba/latest/260x190/1627746.png,Skal Labissiere,WAS,,,Kentucky,235,"6'10""",29,18/03/1996,4,PF
1630649,https://cdn.nba.com/headshots/nba/latest/260x190/1630649.png,Stanley Umude,SAS,,17,Arkansas,210,"6'6""",26,12/04/1999,1,SF
1631211,https://cdn.nba.com/headshots/nba/latest/260x190/1631211.png,Trevor Keels,MIA,BC,3,Duke,215,"6'3""",22,26/08/2003,1,SG
1642400,https://cdn.nba.com/headshots/nba/latest/260x190/1642400.png,Tristan Enaruna,CLE,BC,21,Cleveland State,220,"6'7""",24,26/06/2001,0,SF
1631102,https://cdn.nba.com/headshots/nba/latest/260x190/1631102.png,TyTy Washington Jr.,LAC,BC,14,Kentucky,195,"6'3""",24,15/11/2001,1,PG
1642530,https://cdn.nba.com/headshots/nba/latest/260x190/1642530.png,Yuki Kawamura,CHI,BC,8,Yokohama B-Corsairs (Japan),159,"5'7""",25,02/05/2001,0,PG
1642468,https://cdn.nba.com/headshots/nba/latest/260x190/1642468.png,Darius Brown,CLE,BC,30,Utah State,192,"6'2""",26,28/07/1999,0,PG
1641761,https://cdn.nba.com/headshots/nba/latest/260x190/1641761.png,Grant Nelson,BKN,FC,16,Alabama,215,"7'0""",23,18/03/2002,0,PF
1630165,https://cdn.nba.com/headshots/nba/latest/260x190/1630165.png,Killian Hayes,SAC,BC,7,Ratiopharm Ulm,195,"6'4""",24,27/07/2001,4,PG
1641778,https://cdn.nba.com/headshots/nba/latest/260x190/1641778.png,Leaky Black,WAS,FC,12,North Carolina,209,"6'6""",26,14/06/1999,1,SF
1631466,https://cdn.nba.com/headshots/nba/latest/260x190/1631466.png,Jeenathan Williams,GSW,BC,19,Buffalo,205,"6'5""",26,12/02/1999,1,SF
1642967,https://cdn.nba.com/headshots/nba/latest/260x190/1642967.png,John Poulakidas,DAL,BC,,Yale,205,"6'6""",22,04/04/2003,0,SG
1642882,https://cdn.nba.com/headshots/nba/latest/260x190/1642882.png,Julian Reese,WAS,FC,,Maryland,230,"6'9""",22,30/06/2003,0,SF
1641807,https://cdn.nba.com/headshots/nba/latest/260x190/1641807.png,Norchad Omier,LAC,FC,,Miami,248,"6'7""",24,28/08/2001,0,SF
